id,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
137,telephone,may,mon,69,2,999,0,nonexistent,no
138,telephone,may,mon,100,2,999,0,nonexistent,no
139,telephone,may,mon,125,2,999,0,nonexistent,no
140,telephone,may,mon,461,1,999,0,nonexistent,yes
141,telephone,may,mon,240,1,999,0,nonexistent,no
142,telephone,may,mon,70,1,999,0,nonexistent,no
143,telephone,may,mon,193,1,999,0,nonexistent,no
144,telephone,may,mon,136,1,999,0,nonexistent,no
145,telephone,may,mon,73,1,999,0,nonexistent,no
146,telephone,may,mon,528,1,999,0,nonexistent,no
147,telephone,may,mon,541,1,999,0,nonexistent,no
148,telephone,may,mon,338,1,999,0,nonexistent,no
149,telephone,may,mon,163,1,999,0,nonexistent,no
150,telephone,may,mon,87,1,999,0,nonexistent,no
151,telephone,may,mon,301,1,999,0,nonexistent,no
152,telephone,may,mon,46,1,999,0,nonexistent,no
153,telephone,may,mon,52,1,999,0,nonexistent,no
154,telephone,may,mon,204,1,999,0,nonexistent,no
155,telephone,may,mon,155,1,999,0,nonexistent,no
156,telephone,may,mon,98,1,999,0,nonexistent,no
157,telephone,may,mon,71,1,999,0,nonexistent,no
158,telephone,may,mon,243,1,999,0,nonexistent,no
159,telephone,may,mon,186,2,999,0,nonexistent,no
160,telephone,may,mon,579,2,999,0,nonexistent,no
161,telephone,may,mon,165,2,999,0,nonexistent,no
162,telephone,may,mon,163,2,999,0,nonexistent,no
163,telephone,may,mon,46,1,999,0,nonexistent,no
164,telephone,may,mon,559,3,999,0,nonexistent,no
165,telephone,may,mon,2033,1,999,0,nonexistent,no
166,telephone,may,mon,85,1,999,0,nonexistent,no
167,telephone,may,mon,506,1,999,0,nonexistent,no
168,telephone,may,mon,114,2,999,0,nonexistent,no
169,telephone,may,mon,114,2,999,0,nonexistent,no
170,telephone,may,mon,843,2,999,0,nonexistent,no
171,telephone,may,mon,181,1,999,0,nonexistent,no
172,telephone,may,mon,427,1,999,0,nonexistent,no
173,telephone,may,mon,292,1,999,0,nonexistent,no
174,telephone,may,mon,192,1,999,0,nonexistent,no
175,telephone,may,mon,93,3,999,0,nonexistent,no
176,telephone,may,mon,128,2,999,0,nonexistent,no
177,telephone,may,mon,107,1,999,0,nonexistent,no
178,telephone,may,mon,303,2,999,0,nonexistent,no
179,telephone,may,mon,81,1,999,0,nonexistent,no
180,telephone,may,mon,270,1,999,0,nonexistent,no
181,telephone,may,mon,228,1,999,0,nonexistent,no
182,telephone,may,mon,240,1,999,0,nonexistent,no
183,telephone,may,mon,673,2,999,0,nonexistent,yes
184,telephone,may,mon,233,3,999,0,nonexistent,no
185,telephone,may,mon,102,1,999,0,nonexistent,no
186,telephone,may,mon,461,1,999,0,nonexistent,no
187,telephone,may,mon,250,1,999,0,nonexistent,no
188,telephone,may,mon,130,1,999,0,nonexistent,no
189,telephone,may,mon,252,1,999,0,nonexistent,no
190,telephone,may,mon,138,1,999,0,nonexistent,no
191,telephone,may,mon,412,1,999,0,nonexistent,no
192,telephone,may,mon,179,2,999,0,nonexistent,no
193,telephone,may,mon,19,2,999,0,nonexistent,no
194,telephone,may,mon,228,2,999,0,nonexistent,no
195,telephone,may,mon,55,1,999,0,nonexistent,no
196,telephone,may,mon,717,1,999,0,nonexistent,no
197,telephone,may,mon,313,1,999,0,nonexistent,no
198,telephone,may,mon,289,1,999,0,nonexistent,no
199,telephone,may,mon,683,2,999,0,nonexistent,no
200,telephone,may,mon,1077,1,999,0,nonexistent,no
201,telephone,may,mon,146,2,999,0,nonexistent,no
202,telephone,may,mon,167,1,999,0,nonexistent,no
203,telephone,may,mon,356,2,999,0,nonexistent,no
204,telephone,may,mon,277,1,999,0,nonexistent,no
205,telephone,may,mon,172,1,999,0,nonexistent,no
206,telephone,may,mon,218,1,999,0,nonexistent,no
207,telephone,may,mon,217,1,999,0,nonexistent,no
208,telephone,may,mon,67,1,999,0,nonexistent,no
209,telephone,may,mon,291,1,999,0,nonexistent,no
210,telephone,may,mon,248,1,999,0,nonexistent,no
211,telephone,may,mon,256,1,999,0,nonexistent,no
212,telephone,may,mon,286,1,999,0,nonexistent,no
213,telephone,may,mon,477,1,999,0,nonexistent,no
214,telephone,may,mon,611,2,999,0,nonexistent,no
215,telephone,may,mon,471,1,999,0,nonexistent,no
216,telephone,may,mon,381,2,999,0,nonexistent,no
217,telephone,may,mon,251,1,999,0,nonexistent,no
218,telephone,may,mon,408,1,999,0,nonexistent,no
219,telephone,may,mon,287,1,999,0,nonexistent,no
220,telephone,may,mon,322,3,999,0,nonexistent,no
221,telephone,may,mon,216,2,999,0,nonexistent,no
222,telephone,may,mon,366,2,999,0,nonexistent,no
223,telephone,may,mon,210,1,999,0,nonexistent,no
224,telephone,may,mon,288,1,999,0,nonexistent,no
225,telephone,may,mon,168,1,999,0,nonexistent,no
226,telephone,may,mon,132,1,999,0,nonexistent,no
227,telephone,may,mon,64,2,999,0,nonexistent,no
228,telephone,may,mon,209,2,999,0,nonexistent,no
229,telephone,may,mon,410,3,999,0,nonexistent,no
230,telephone,may,mon,177,1,999,0,nonexistent,no
231,telephone,may,mon,580,2,999,0,nonexistent,no
232,telephone,may,mon,165,1,999,0,nonexistent,no
233,telephone,may,mon,127,2,999,0,nonexistent,no
234,telephone,may,mon,357,1,999,0,nonexistent,no
235,telephone,may,mon,175,1,999,0,nonexistent,no
236,telephone,may,mon,300,1,999,0,nonexistent,no
237,telephone,may,mon,136,1,999,0,nonexistent,no
238,telephone,may,mon,125,2,999,0,nonexistent,no
239,telephone,may,mon,189,2,999,0,nonexistent,no
240,telephone,may,mon,213,3,999,0,nonexistent,no
241,telephone,may,mon,238,2,999,0,nonexistent,no
242,telephone,may,mon,124,1,999,0,nonexistent,no
243,telephone,may,mon,18,1,999,0,nonexistent,no
244,telephone,may,mon,730,2,999,0,nonexistent,no
245,telephone,may,mon,40,1,999,0,nonexistent,no
246,telephone,may,mon,181,2,999,0,nonexistent,no
247,telephone,may,mon,79,1,999,0,nonexistent,no
248,telephone,may,mon,142,2,999,0,nonexistent,no
249,telephone,may,mon,389,1,999,0,nonexistent,no
250,telephone,may,mon,702,1,999,0,nonexistent,no
251,telephone,may,mon,151,1,999,0,nonexistent,no
252,telephone,may,mon,211,1,999,0,nonexistent,no
253,telephone,may,mon,117,1,999,0,nonexistent,no
254,telephone,may,mon,232,3,999,0,nonexistent,no
255,telephone,may,mon,408,2,999,0,nonexistent,no
256,telephone,may,mon,370,3,999,0,nonexistent,no
257,telephone,may,mon,179,2,999,0,nonexistent,no
258,telephone,may,mon,46,1,999,0,nonexistent,no
259,telephone,may,mon,200,1,999,0,nonexistent,no
260,telephone,may,mon,50,1,999,0,nonexistent,no
261,telephone,may,mon,181,1,999,0,nonexistent,no
262,telephone,may,mon,119,1,999,0,nonexistent,no
263,telephone,may,mon,361,1,999,0,nonexistent,no
264,telephone,may,mon,73,3,999,0,nonexistent,no
265,telephone,may,mon,67,2,999,0,nonexistent,no
266,telephone,may,mon,350,1,999,0,nonexistent,no
267,telephone,may,mon,150,2,999,0,nonexistent,no
268,telephone,may,mon,332,2,999,0,nonexistent,no
269,telephone,may,mon,611,2,999,0,nonexistent,no
270,telephone,may,mon,58,3,999,0,nonexistent,no
271,telephone,may,mon,151,1,999,0,nonexistent,no
272,telephone,may,mon,89,2,999,0,nonexistent,no
273,telephone,may,mon,152,1,999,0,nonexistent,no
274,telephone,may,mon,611,2,999,0,nonexistent,no
275,telephone,may,mon,110,2,999,0,nonexistent,no
276,telephone,may,mon,463,1,999,0,nonexistent,no
277,telephone,may,mon,962,1,999,0,nonexistent,no
278,telephone,may,mon,102,2,999,0,nonexistent,no
279,telephone,may,mon,10,4,999,0,nonexistent,no
280,telephone,may,mon,118,3,999,0,nonexistent,no
281,telephone,may,mon,92,2,999,0,nonexistent,no
282,telephone,may,mon,143,3,999,0,nonexistent,no
283,telephone,may,mon,189,3,999,0,nonexistent,no
284,telephone,may,mon,75,2,999,0,nonexistent,no
285,telephone,may,mon,189,2,999,0,nonexistent,no
286,telephone,may,mon,55,2,999,0,nonexistent,no
287,telephone,may,mon,935,3,999,0,nonexistent,yes
288,telephone,may,mon,56,2,999,0,nonexistent,no
289,telephone,may,mon,5,2,999,0,nonexistent,no
290,telephone,may,mon,225,2,999,0,nonexistent,no
291,telephone,may,mon,125,2,999,0,nonexistent,no
292,telephone,may,mon,286,2,999,0,nonexistent,no
293,telephone,may,mon,206,2,999,0,nonexistent,no
294,telephone,may,mon,164,2,999,0,nonexistent,no
295,telephone,may,mon,98,2,999,0,nonexistent,no
296,telephone,may,mon,446,2,999,0,nonexistent,no
297,telephone,may,mon,742,2,999,0,nonexistent,no
298,telephone,may,mon,120,2,999,0,nonexistent,no
299,telephone,may,mon,122,3,999,0,nonexistent,no
300,telephone,may,mon,362,4,999,0,nonexistent,no
301,telephone,may,mon,357,2,999,0,nonexistent,no
302,telephone,may,mon,200,2,999,0,nonexistent,no
303,telephone,may,mon,107,2,999,0,nonexistent,no
304,telephone,may,mon,267,2,999,0,nonexistent,no
305,telephone,may,mon,248,2,999,0,nonexistent,no
306,telephone,may,mon,215,2,999,0,nonexistent,no
307,telephone,may,mon,209,2,999,0,nonexistent,no
308,telephone,may,mon,205,2,999,0,nonexistent,no
309,telephone,may,mon,261,3,999,0,nonexistent,no
310,telephone,may,mon,83,2,999,0,nonexistent,no
311,telephone,may,mon,106,3,999,0,nonexistent,no
312,telephone,may,mon,106,2,999,0,nonexistent,no
313,telephone,may,mon,108,2,999,0,nonexistent,no
314,telephone,may,mon,214,2,999,0,nonexistent,no
315,telephone,may,mon,358,2,999,0,nonexistent,no
316,telephone,may,mon,453,2,999,0,nonexistent,no
317,telephone,may,mon,364,2,999,0,nonexistent,no
318,telephone,may,mon,136,2,999,0,nonexistent,no
319,telephone,may,mon,173,2,999,0,nonexistent,no
320,telephone,may,mon,241,2,999,0,nonexistent,no
321,telephone,may,mon,224,3,999,0,nonexistent,no
322,telephone,may,mon,148,2,999,0,nonexistent,no
323,telephone,may,mon,230,2,999,0,nonexistent,no
324,telephone,may,mon,199,3,999,0,nonexistent,no
325,telephone,may,mon,196,2,999,0,nonexistent,no
326,telephone,may,mon,111,4,999,0,nonexistent,no
327,telephone,may,mon,231,3,999,0,nonexistent,no
328,telephone,may,mon,316,3,999,0,nonexistent,no
329,telephone,may,mon,240,2,999,0,nonexistent,no
330,telephone,may,mon,669,3,999,0,nonexistent,no
331,telephone,may,mon,425,2,999,0,nonexistent,no
332,telephone,may,mon,121,2,999,0,nonexistent,no
333,telephone,may,mon,174,5,999,0,nonexistent,no
334,telephone,may,mon,88,5,999,0,nonexistent,no
335,telephone,may,mon,313,3,999,0,nonexistent,no
336,telephone,may,mon,135,4,999,0,nonexistent,no
337,telephone,may,mon,152,2,999,0,nonexistent,no
338,telephone,may,mon,402,3,999,0,nonexistent,no
339,telephone,may,mon,221,2,999,0,nonexistent,no
340,telephone,may,mon,213,2,999,0,nonexistent,no
341,telephone,may,mon,144,3,999,0,nonexistent,no
342,telephone,may,mon,158,3,999,0,nonexistent,no
343,telephone,may,mon,220,3,999,0,nonexistent,no
344,telephone,may,mon,325,2,999,0,nonexistent,no
345,telephone,may,mon,254,2,999,0,nonexistent,no
346,telephone,may,mon,503,2,999,0,nonexistent,no
347,telephone,may,mon,680,2,999,0,nonexistent,no
348,telephone,may,mon,421,4,999,0,nonexistent,no
349,telephone,may,mon,130,3,999,0,nonexistent,no
350,telephone,may,mon,164,2,999,0,nonexistent,no
351,telephone,may,mon,174,3,999,0,nonexistent,no
352,telephone,may,mon,113,2,999,0,nonexistent,no
353,telephone,may,mon,195,2,999,0,nonexistent,no
354,telephone,may,mon,347,3,999,0,nonexistent,no
355,telephone,may,mon,208,2,999,0,nonexistent,no
356,telephone,may,mon,404,4,999,0,nonexistent,no
357,telephone,may,mon,396,2,999,0,nonexistent,no
358,telephone,may,mon,98,2,999,0,nonexistent,no
359,telephone,may,mon,229,3,999,0,nonexistent,no
360,telephone,may,mon,350,2,999,0,nonexistent,no
361,telephone,may,tue,88,3,999,0,nonexistent,no
362,telephone,may,tue,379,2,999,0,nonexistent,no
363,telephone,may,tue,168,3,999,0,nonexistent,no
364,telephone,may,tue,190,3,999,0,nonexistent,no
365,telephone,may,tue,158,1,999,0,nonexistent,no
366,telephone,may,tue,210,1,999,0,nonexistent,no
367,telephone,may,tue,102,1,999,0,nonexistent,no
368,telephone,may,tue,306,1,999,0,nonexistent,no
369,telephone,may,tue,64,1,999,0,nonexistent,no
370,telephone,may,tue,218,1,999,0,nonexistent,no
371,telephone,may,tue,77,1,999,0,nonexistent,no
372,telephone,may,tue,54,1,999,0,nonexistent,no
373,telephone,may,tue,344,1,999,0,nonexistent,no
374,telephone,may,tue,195,1,999,0,nonexistent,no
375,telephone,may,tue,202,1,999,0,nonexistent,no
376,telephone,may,tue,286,1,999,0,nonexistent,no
377,telephone,may,tue,278,1,999,0,nonexistent,no
378,telephone,may,tue,189,1,999,0,nonexistent,no
379,telephone,may,tue,83,1,999,0,nonexistent,no
380,telephone,may,tue,18,1,999,0,nonexistent,no
381,telephone,may,tue,184,2,999,0,nonexistent,no
382,telephone,may,tue,235,1,999,0,nonexistent,no
383,telephone,may,tue,290,1,999,0,nonexistent,no
384,telephone,may,tue,133,1,999,0,nonexistent,no
385,telephone,may,tue,318,1,999,0,nonexistent,no
386,telephone,may,tue,437,1,999,0,nonexistent,no
387,telephone,may,tue,402,1,999,0,nonexistent,no
388,telephone,may,tue,501,4,999,0,nonexistent,no
389,telephone,may,tue,1201,1,999,0,nonexistent,yes
390,telephone,may,tue,1030,1,999,0,nonexistent,yes
391,telephone,may,tue,253,1,999,0,nonexistent,no
392,telephone,may,tue,149,1,999,0,nonexistent,no
393,telephone,may,tue,144,1,999,0,nonexistent,no
394,telephone,may,tue,69,1,999,0,nonexistent,no
395,telephone,may,tue,243,1,999,0,nonexistent,no
396,telephone,may,tue,769,2,999,0,nonexistent,no
397,telephone,may,tue,135,3,999,0,nonexistent,no
398,telephone,may,tue,231,1,999,0,nonexistent,no
399,telephone,may,tue,442,2,999,0,nonexistent,no
400,telephone,may,tue,199,1,999,0,nonexistent,no
401,telephone,may,tue,455,1,999,0,nonexistent,no
402,telephone,may,tue,152,1,999,0,nonexistent,no
403,telephone,may,tue,124,1,999,0,nonexistent,no
404,telephone,may,tue,424,1,999,0,nonexistent,no
405,telephone,may,tue,43,1,999,0,nonexistent,no
406,telephone,may,tue,154,1,999,0,nonexistent,no
407,telephone,may,tue,393,1,999,0,nonexistent,no
408,telephone,may,tue,203,2,999,0,nonexistent,no
409,telephone,may,tue,140,2,999,0,nonexistent,no
410,telephone,may,tue,326,1,999,0,nonexistent,no
411,telephone,may,tue,483,1,999,0,nonexistent,no
412,telephone,may,tue,259,1,999,0,nonexistent,no
413,telephone,may,tue,227,1,999,0,nonexistent,no
414,telephone,may,tue,673,1,999,0,nonexistent,no
415,telephone,may,tue,576,1,999,0,nonexistent,no
416,telephone,may,tue,180,2,999,0,nonexistent,no
417,telephone,may,tue,90,1,999,0,nonexistent,no
418,telephone,may,tue,505,1,999,0,nonexistent,no
419,telephone,may,tue,245,1,999,0,nonexistent,no
420,telephone,may,tue,186,1,999,0,nonexistent,no
421,telephone,may,tue,208,1,999,0,nonexistent,no
422,telephone,may,tue,623,1,999,0,nonexistent,no
423,telephone,may,tue,180,1,999,0,nonexistent,no
424,telephone,may,tue,496,3,999,0,nonexistent,no
425,telephone,may,tue,118,1,999,0,nonexistent,no
426,telephone,may,tue,102,2,999,0,nonexistent,no
427,telephone,may,tue,342,1,999,0,nonexistent,no
428,telephone,may,tue,225,1,999,0,nonexistent,no
429,telephone,may,tue,185,3,999,0,nonexistent,no
430,telephone,may,tue,276,1,999,0,nonexistent,no
431,telephone,may,tue,87,1,999,0,nonexistent,no
432,telephone,may,tue,744,1,999,0,nonexistent,no
433,telephone,may,tue,262,1,999,0,nonexistent,no
434,telephone,may,tue,271,1,999,0,nonexistent,no
435,telephone,may,tue,141,1,999,0,nonexistent,no
436,telephone,may,tue,198,2,999,0,nonexistent,no
437,telephone,may,tue,150,1,999,0,nonexistent,no
438,telephone,may,tue,241,1,999,0,nonexistent,no
439,telephone,may,tue,196,1,999,0,nonexistent,no
440,telephone,may,tue,149,1,999,0,nonexistent,no
441,telephone,may,tue,264,1,999,0,nonexistent,no
442,telephone,may,tue,246,1,999,0,nonexistent,no
443,telephone,may,tue,309,2,999,0,nonexistent,no
444,telephone,may,tue,140,1,999,0,nonexistent,no
445,telephone,may,tue,175,1,999,0,nonexistent,no
446,telephone,may,tue,136,1,999,0,nonexistent,no
447,telephone,may,tue,1623,1,999,0,nonexistent,yes
448,telephone,may,tue,50,1,999,0,nonexistent,no
449,telephone,may,tue,101,1,999,0,nonexistent,no
450,telephone,may,tue,144,1,999,0,nonexistent,no
451,telephone,may,tue,238,1,999,0,nonexistent,no
452,telephone,may,tue,354,1,999,0,nonexistent,no
453,telephone,may,tue,451,2,999,0,nonexistent,no
454,telephone,may,tue,159,1,999,0,nonexistent,no
455,telephone,may,tue,170,1,999,0,nonexistent,no
456,telephone,may,tue,243,1,999,0,nonexistent,no
457,telephone,may,tue,141,2,999,0,nonexistent,no
458,telephone,may,tue,112,1,999,0,nonexistent,no
459,telephone,may,tue,262,2,999,0,nonexistent,no
460,telephone,may,tue,53,1,999,0,nonexistent,no
461,telephone,may,tue,134,1,999,0,nonexistent,no
462,telephone,may,tue,204,4,999,0,nonexistent,no
463,telephone,may,tue,678,1,999,0,nonexistent,no
464,telephone,may,tue,182,1,999,0,nonexistent,no
465,telephone,may,tue,162,1,999,0,nonexistent,no
466,telephone,may,tue,177,1,999,0,nonexistent,no
467,telephone,may,tue,27,1,999,0,nonexistent,no
468,telephone,may,tue,699,3,999,0,nonexistent,no
469,telephone,may,tue,358,1,999,0,nonexistent,no
470,telephone,may,tue,1677,1,999,0,nonexistent,yes
471,telephone,may,tue,529,1,999,0,nonexistent,no
472,telephone,may,tue,310,1,999,0,nonexistent,no
473,telephone,may,tue,47,1,999,0,nonexistent,no
474,telephone,may,tue,379,1,999,0,nonexistent,no
475,telephone,may,tue,30,2,999,0,nonexistent,no
476,telephone,may,tue,472,1,999,0,nonexistent,no
477,telephone,may,tue,113,1,999,0,nonexistent,no
478,telephone,may,tue,114,1,999,0,nonexistent,no
479,telephone,may,tue,116,1,999,0,nonexistent,no
480,telephone,may,tue,448,1,999,0,nonexistent,no
481,telephone,may,tue,264,1,999,0,nonexistent,no
482,telephone,may,tue,169,1,999,0,nonexistent,no
483,telephone,may,tue,145,1,999,0,nonexistent,no
484,telephone,may,tue,288,1,999,0,nonexistent,no
485,telephone,may,tue,381,1,999,0,nonexistent,no
486,telephone,may,tue,176,2,999,0,nonexistent,no
487,telephone,may,tue,215,1,999,0,nonexistent,no
488,telephone,may,tue,278,1,999,0,nonexistent,no
489,telephone,may,tue,188,2,999,0,nonexistent,no
490,telephone,may,tue,174,2,999,0,nonexistent,no
491,telephone,may,tue,226,2,999,0,nonexistent,no
492,telephone,may,tue,111,2,999,0,nonexistent,no
493,telephone,may,tue,157,2,999,0,nonexistent,no
494,telephone,may,tue,46,1,999,0,nonexistent,no
495,telephone,may,tue,49,1,999,0,nonexistent,no
496,telephone,may,tue,374,1,999,0,nonexistent,no
497,telephone,may,tue,349,1,999,0,nonexistent,no
498,telephone,may,tue,325,1,999,0,nonexistent,no
499,telephone,may,tue,233,2,999,0,nonexistent,no
500,telephone,may,tue,531,1,999,0,nonexistent,no
501,telephone,may,tue,153,1,999,0,nonexistent,no
502,telephone,may,tue,80,1,999,0,nonexistent,no
503,telephone,may,tue,198,1,999,0,nonexistent,no
504,telephone,may,tue,568,1,999,0,nonexistent,no
505,telephone,may,tue,918,1,999,0,nonexistent,yes
506,telephone,may,tue,82,1,999,0,nonexistent,no
507,telephone,may,tue,198,3,999,0,nonexistent,no
508,telephone,may,tue,211,1,999,0,nonexistent,no
509,telephone,may,tue,120,1,999,0,nonexistent,no
510,telephone,may,tue,269,1,999,0,nonexistent,no
511,telephone,may,tue,128,1,999,0,nonexistent,no
512,telephone,may,tue,166,2,999,0,nonexistent,no
513,telephone,may,tue,211,1,999,0,nonexistent,no
514,telephone,may,tue,369,1,999,0,nonexistent,no
515,telephone,may,tue,91,1,999,0,nonexistent,no
